cert,rcon2200_total_deposits,riad4073_total_interest_expense,riad4079_total_noninterest_income,riad4093_total_noninterest_expense,riad4107_total_interest_income,riad4340_net_income,riad4135_salaries_and_employee_benefits,n_missing,riad4092_other_noninterest_expense,riad4518_other_interest_income,name,asset,age,roa,roe,offices,specialization,bank_class,riad3196_relzd_gains(loss)_on_avl-fr-sle_secs,rconk115_ln_rstr_secd_nonfarm_own_pd_90
3887,1304473,14784,13391,32617,62643,17409,17505,187,10904,282,First National Bank,1625199,130.22465753424657,1.2,11.45,20,Commercial Lending Specialization,N,2,0
12246,39860,343,113,1256,2410,736,904,252,299,0,Commercial Bank,51530,125.1945205479452,1.48,12.63,1,Agricultural  Specialization,NM,28,0
9036,74725,455,758,2797,4012,1039,1934,259,642,22,Security State Bank,95320,108.0054794520548,1.1,6,3,Commercial Lending Specialization,NM,0,0
17685,196063,2370,835,7363,12138,1846,3868,259,2835,0,Peoples State Bank,225924,122.43835616438356,0.82,9,11,Agricultural  Specialization,NM,234,0
5141,61847,230,168,1957,2328,274,1072,259,772,71,The Miners National Bank of Eveleth,67986,115.66575342465754,0.4,5.08,1,All Other Specialization  < 1 Billion,N,-1,0
18155,190459,783,670,4306,7045,2279,2329,259,1557,3,Bridge City State Bank,208340,59.24383561643835,1.05,13.53,2,Commercial Lending Specialization,NM,0,0
4364,268322,2549,196,7095,12606,2447,3896,252,2638,40,The First National Bank of Monterey,327288,108.85205479452055,0.76,6.61,4,Agricultural  Specialization,N,7,0
25258,283517,3953,1528,12256,16093,1471,7449,190,3112,142,"Intercredit Bank, National Association",363843,34.88219178082192,0.4,4.07,4,Commercial Lending Specialization,N,14,0
9647,395385,1563,3686,13673,17619,4291,7620,252,4945,88,Citizens Bank,480610,88.28767123287672,0.91,9.37,9,Consumer Lending Specialization,NM,0,0
16126,122993,1749,918,4080,6434,223,2508,259,651,10,Citizens Bank of Newburg,150038,75.25205479452055,0.29,2.53,3,Commercial Lending Specialization,NM,0,0
6637,128201,774,1015,4351,5335,1053,2202,216,1608,190,The First National Bank of McConnelsville,145195,155.96712328767123,0.72,6.59,6,All Other Specialization  < 1 Billion,N,0,0
5740,124776,1291,398,2132,5880,2261,904,211,1069,2,State Bank of Davis,152151,90.88767123287671,1.46,13.77,1,Commercial Lending Specialization,NM,0,0
14534,144455,737,2157,5630,7705,3195,3213,250,1859,30,The First National Bank at Paris,168235,127.77808219178083,2.04,14.73,6,Agricultural  Specialization,N,0,0
9818,76231,183,258,1845,3024,970,1214,252,553,5,Platte Valley Bank,87542,127.95890410958904,1.17,8.94,1,Agricultural  Specialization,NM,0,0
22070,97533,531,873,3718,4731,1138,2398,259,1108,40,Johnson County Bank,119136,43.83013698630137,0.95,6.3,1,Mortgage Lending Specialization,NM,1,0
17927,100708,584,314,3503,5876,1509,1927,252,842,96,Vintage Bank Kansas,128567,117.10958904109589,1.19,10.91,7,Agricultural  Specialization,NM,-20,0
5170,822933,6625,10293,29060,39166,9375,18489,190,7285,50,Bank Midwest,927044,132.44657534246576,1.07,10.91,11,Agricultural  Specialization,SM,30,0
16470,1687019,9850,18148,56744,72867,23070,37950,187,12208,389,Jefferson Bank,1905588,72.7972602739726,1.26,15.59,14,Commercial Lending Specialization,NM,-1,0
28908,146079,1411,251,4918,6892,613,2706,257,1600,36,Iron Workers Savings Bank,175982,140.45205479452054,0.35,3.63,3,Commercial Lending Specialization,SB,0,0
1610,185288,757,2164,7607,8661,2304,4773,259,1706,103,The State Bank of Faribault,208809,99.55890410958904,1.14,10.98,2,Commercial Lending Specialization,NM,-29,0
2765,104728,559,1097,3913,5680,2205,2014,259,1582,36,Farmers Bank and Trust Company,130190,119.43835616438356,1.72,11.81,3,Commercial Lending Specialization,NM,-1,0
5033,341331,3125,10066,21410,19038,3860,14659,192,4616,143,The Dart Bank,454157,94.0931506849315,0.91,10.35,4,Commercial Lending Specialization,NM,68,0
27053,42168,307,172,1195,1699,342,642,259,444,1,Community Financial Bank,46856,31.632876712328766,0.85,7.72,2,Commercial Lending Specialization,NM,0,0
25065,44545,272,168,1453,2732,591,919,259,446,0,First National Bank of Benton,59000,35.15068493150685,1,5.65,1,Mortgage Lending Specialization,N,0,0
18038,322502,2702,2065,12747,15792,2455,7381,252,3703,0,Claremont Savings Bank,417193,112.15068493150685,0.59,4.27,5,Mortgage Lending Specialization,SB,1018,0
4775,88107,470,346,2893,3878,583,1695,252,723,10,Prairie Bank of Kansas,106240,133.44657534246576,0.59,6.6,4,Agricultural  Specialization,NM,0,0
16778,25883,179,62,628,1119,301,410,252,175,5,Franklin State Bank,30649,83.06575342465753,1.01,6.65,1,Agricultural  Specialization,NM,0,0
28905,788908,11041,22701,39194,53966,25132,23840,192,12357,483,First Financial Bank,1044399,85.16986301369863,2.55,19.56,12,Agricultural  Specialization,SM,0,0
9517,102759,660,1031,3939,4779,956,2208,252,1420,10,Cleveland State Bank,122386,112.13972602739726,0.83,8.04,2,All Other Specialization  < 1 Billion,NM,0,0
10212,161718,2490,1115,4330,9243,3058,2228,252,1604,61,Commerce Bank,211931,104.43013698630136,1.52,12.09,2,Agricultural  Specialization,NM,0,0
9265,83934,265,551,2118,3366,1448,1199,250,727,6,Rushville State Bank,99495,129.44383561643835,1.45,10.78,1,Agricultural  Specialization,SM,-3,0
19371,689411,5059,7502,24548,33765,8123,13627,252,7538,278,"Relyance Bank, National Association",825622,54.28219178082192,1.01,8.06,19,Commercial Lending Specialization,N,0,0
16473,107780,830,492,3523,5268,1193,2206,252,1083,45,First Bank,139038,112.43561643835616,0.91,6.12,3,Agricultural  Specialization,NM,0,0
26727,115479,1289,1307,6137,8352,1779,3319,259,1821,0,Bank of South Texas,132749,32.865753424657534,1.34,12.12,6,Commercial Lending Specialization,NM,0,0
4041,109882,1234,162,2714,6147,2176,1354,252,1117,8,The First Security Bank,120830,103.3890410958904,1.87,21.06,1,Agricultural  Specialization,NM,0,0
14561,73308,736,315,1654,2977,734,962,259,526,18,State Bank of Medora,87694,85.7013698630137,0.84,5.76,1,Mortgage Lending Specialization,NM,0,0
23242,41525,117,1054,2343,4061,1710,936,216,1101,0,California Pacific Bank,73339,38.59452054794521,2.34,5.56,2,Commercial Lending Specialization,NM,0,0
29313,93062,1381,216,2862,5804,1798,1562,259,1043,170,WinFirst Bank,145137,85.41643835616438,1.28,9.75,2,Mortgage Lending Specialization,SA,0,0
9176,465259,5103,7127,20638,48564,21348,10094,192,8884,78,Apex Bank,559994,88.26301369863013,3.91,31.23,16,Mortgage Lending Specialization,NM,-13,0
22839,54816,194,114,1115,1815,510,392,209,585,0,Latimer State Bank,68915,40.11780821917808,0.73,3.66,1,Other Specialized Lending < 1 Billion,NM,0,0
16436,248183,1227,1159,6725,9953,3028,4335,250,1694,33,Centera Bank,272552,81.61917808219178,1.12,12.99,6,Agricultural  Specialization,NM,-11,0
14445,352109,3889,903,6569,18385,4288,3765,192,1886,0,Farmers and Merchants Union Bank,403201,157.78630136986303,1.08,10.43,6,Agricultural  Specialization,NM,0,0
8980,223468,1495,1758,6866,11948,3742,3790,250,2049,10,Security State Bank of Oklahoma,249759,107.5068493150685,1.58,16.12,5,Agricultural  Specialization,NM,-17,0
11916,67815,231,317,1672,3260,1623,1051,252,509,0,The Buckholts State Bank,80897,112.43561643835616,2.13,12.97,3,All Other Specialization  < 1 Billion,NM,0,0
16182,53507,527,61,1021,1698,177,615,259,317,7,First State Bank,61500,74.72054794520548,0.29,2.23,1,Other Specialized Lending < 1 Billion,NM,0,0
1868,346797,3807,1195,8014,17572,5220,4668,192,2849,17,The Bank of Tescott,406670,132.44657534246576,1.31,10.74,5,Agricultural  Specialization,NM,-28,0
6183,141366,1053,718,4043,7187,2030,2641,250,856,12,American Bank & Trust Wisconsin,176591,115.68493150684931,1.22,9.84,5,Agricultural  Specialization,NM,0,0
12501,807123,9304,2719,13770,30459,10034,7070,192,5293,38,Citizens State Bank,912998,94.42191780821918,1.1,9.62,9,Other Specialized Lending < 1 Billion,NM,120,0
32526,6210018,15539,54580,177305,259587,82509,100051,187,52995,351,"American Savings Bank, FSB",7027894,32.320547945205476,1.19,13.45,49,Mortgage Lending Specialization,SA,0,0
16539,346242,692,3096,14207,16600,3468,8201,250,3594,24,Metairie Bank & Trust Company,385342,72.28493150684932,0.89,9.34,9,Commercial Lending Specialization,NM,-11,0
10319,92603,854,327,4687,5312,20,1907,259,2185,22,Citizens Savings Bank and Trust Company,103080,115.43013698630136,0.02,0.33,5,Commercial Lending Specialization,NM,0,0
1150,119870,598,343,3236,4704,1048,1773,259,1044,47,Fidelity State Bank and Trust Company,136362,97.1013698630137,0.79,9.08,4,Commercial Lending Specialization,NM,-114,0
28914,397939,593,1827,12855,17725,4160,7455,252,3706,14,Evergreen Federal Bank,455448,85.0027397260274,0.91,7.9,5,Commercial Lending Specialization,SA,-133,0
10218,188121,581,478,4625,8375,3384,2642,250,1310,8,Citizens Bank & Trust Co.,206702,133.44657534246576,1.62,20.24,3,Commercial Lending Specialization,NM,-19,0
3250,2061737,5093,23850,65068,73763,19623,34549,183,20734,316,"VeraBank, National Association",2308542,89.18356164383562,1.04,10.88,38,Commercial Lending Specialization,N,33,0
14769,408978,5322,1574,8095,19197,5298,5618,252,1980,0,DMB Community Bank,485173,96.93424657534247,1.11,9.44,1,Commercial Lending Specialization,NM,0,0
9888,535072,3834,3580,19469,28973,8015,10645,252,7087,165,The Dime Bank,694582,113.43561643835616,1.2,10.89,8,Commercial Lending Specialization,NM,19,0
14468,128225,872,762,3650,5993,1539,2300,211,1135,0,First National Bank at Darlington,150548,84.96438356164384,1.05,7.26,2,Agricultural  Specialization,N,-6,0
17162,414612,3331,1354,10114,16434,4054,6288,252,2705,22,Dairy State Bank,491201,66.4,0.81,7.02,12,Commercial Lending Specialization,NM,-79,0
769,287040,2696,2533,10155,14168,3090,5330,259,3456,55,The Farmers Bank and Savings Company,322911,114.5123287671233,0.95,9.66,7,All Other Specialization  < 1 Billion,NM,0,0
20296,4253067,21182,73005,171727,190905,56727,113644,187,35541,1075,Johnson Bank,4983953,48.52876712328767,1.17,9.4,41,Commercial Lending Specialization,SM,-1216,0
9733,25926,154,340,1117,1183,206,646,252,353,0,Vantage Bank,28764,116.9068493150685,0.76,7.76,2,Commercial Lending Specialization,NM,0,0
421,149679,866,1977,3798,8074,4945,2461,252,946,0,Security State Bank,173984,106.95890410958904,2.84,20.37,2,Agricultural  Specialization,NM,-142,0
11448,256364,1758,3809,10932,13808,3431,5282,259,4190,0,Century Bank,312996,116.02465753424657,1.11,10.82,10,Commercial Lending Specialization,NM,-74,0
1409,232639,1149,1050,7240,8183,1069,4094,252,2274,45,Kensington Bank,282377,121.43835616438356,0.55,5.43,9,Agricultural  Specialization,NM,0,0
1281,5647126,11632,49435,178700,247870,82929,105672,185,55481,321,Washington Trust Bank,6542924,116.6,1.31,15.28,43,Commercial Lending Specialization,NM,0,0
698,949290,5657,6838,25533,42495,14051,14020,185,7728,191,Wayne Bank,1185512,148.45753424657534,1.22,12.27,26,Commercial Lending Specialization,NM,213,0
3127,367361,2343,1823,8957,14664,4827,5183,190,2294,13,Citizens National Bank,416331,118.94246575342466,1.18,10.37,11,Commercial Lending Specialization,N,0,0
30680,249279,2644,657,7769,12717,2129,4975,252,1814,0,First Shore Federal Savings and Loan Association,302439,65.44109589041096,0.71,4.66,8,Mortgage Lending Specialization,SA,0,0
2317,10878,54,118,571,651,56,307,252,157,9,The Bank of Wyandotte,12464,116.7013698630137,0.45,5.16,1,All Other Specialization  < 1 Billion,SM,-97,0
983,56674396,250928,1035575,1861960,2620551,1216378,967129,158,709022,2497,Comerica Bank,70737276,170.2986301369863,1.7,16.39,442,Commercial Lending Specialization,SM,-20312,0
22537,689565,3357,14749,33100,35823,12430,19417,192,8770,85,Peoples Bank of Alabama,786448,41.57534246575342,1.65,18.05,26,Commercial Lending Specialization,NM,2,0
963,195489,2436,165,2505,8625,2704,1647,211,753,51,The Home Trust & Savings Bank,244728,119.52328767123288,1.13,12.36,1,Agricultural  Specialization,SM,-2,0
10162,59810,210,248,1610,2739,1039,955,211,436,6,First State Bank Minnesota,68654,126.02739726027397,1.53,14.5,2,Agricultural  Specialization,NM,15,0
4324,274450,831,1714,8308,10054,2059,4470,250,1941,43,First National Bank,305427,106.43013698630136,0.68,7.33,7,All Other Specialization  < 1 Billion,N,0,0
4857,1069783,6788,14030,42525,51398,12180,23931,187,12899,280,First United Bank & Trust,1365051,119.43835616438356,0.94,9.83,25,Commercial Lending Specialization,NM,112,0
6063,750898,4558,11529,33388,40828,7363,19092,252,8920,107,CorTrust Bank National Association,871942,88.58904109589041,0.89,7.81,26,Commercial Lending Specialization,N,-203,0
26590,196064,2594,365,5647,10734,1973,3517,259,1701,129,Pilgrim Bank,266554,103.43013698630136,0.74,7.65,3,Commercial Lending Specialization,SM,0,0
8843,317256,1264,1565,7506,13770,4330,4721,218,1638,35,American Heritage National Bank,360848,137.7835616438356,1.22,10.38,6,Commercial Lending Specialization,N,0,0
3579,196428,367,5568,9267,8046,3135,5612,259,2557,0,The First National Bank of Mount Dora,233947,93.75616438356164,1.34,9.32,4,All Other Specialization  < 1 Billion,N,-304,0
4071,69444,201,476,2409,2707,550,1412,259,677,0,The First National Bank of Coweta,76245,116.43835616438356,0.71,8.43,3,Commercial Lending Specialization,N,-7,0
21342,18057,121,96,865,840,-18,376,259,372,23,Sebree Deposit Bank,21325,129.44383561643835,-0.2,-1.72,1,All Other Specialization  < 1 Billion,NM,0,0
12512,72033,154,588,3014,3437,750,1641,259,1074,9,Community First Bank,81710,115.43835616438356,0.86,9.04,3,Commercial Lending Specialization,NM,-57,0
30698,529159,6799,3039,18492,32234,7658,11883,252,4324,201,First Advantage Bank,664599,66.40273972602739,1.25,11.18,9,Commercial Lending Specialization,NM,93,0
17959,223615,268,1108,5935,10416,4016,3907,250,1275,97,The Dolores State Bank,262103,60.38904109589041,1.55,11.92,4,All Other Specialization  < 1 Billion,NM,0,0
17281,41233414,99028,536206,1281082,1697174,615881,787196,158,334453,0,City National Bank,50703918,65.47945205479452,1.27,14.67,77,Commercial Lending Specialization,N,2,0
6954,133204,399,429,3048,5130,1316,1658,257,1072,8,Cayuga Lake National Bank,146825,155.46301369863014,0.86,10.73,2,Mortgage Lending Specialization,N,-473,0
26487,362023,4270,474,10380,20325,4185,6076,252,3009,165,Walpole Co-operative Bank,492744,107.43287671232876,0.85,4.65,1,Commercial Lending Specialization,SM,0,0
1711,721743,6689,7279,23837,40033,12441,14171,192,7084,194,Citizens Bank of Lafayette,920190,109.93698630136986,1.36,12.46,19,Commercial Lending Specialization,NM,0,0
12781,265985,1302,3232,7885,13052,5238,4895,259,2136,11,Hometown Bank,315419,112.43561643835616,1.74,12.86,11,Commercial Lending Specialization,NM,0,0
15009,8532,41,76,534,464,-37,261,218,213,8,Towanda State Bank,10227,85.41643835616438,-0.36,-4.56,1,Mortgage Lending Specialization,NM,0,0
8718,175152,711,17560,19571,6838,4097,5830,252,12778,0,Wyoming Bank & Trust,197445,100.42739726027398,2.16,21.28,2,Commercial Lending Specialization,SM,-19,0
11521,171070,980,6112,11718,8166,1103,8240,218,2812,25,Bank 2,192527,116.43835616438356,0.68,5.99,1,Commercial Lending Specialization,SM,14,0
9069,161507,482,831,5597,6215,740,2708,259,2313,10,Farmers & Merchants Bank,185617,96.55342465753425,0.41,3.25,2,Commercial Lending Specialization,NM,5,0
16636,655868,5521,3260,17997,25371,5271,9104,252,7301,123,The Torrington Savings Bank,820222,150.83835616438355,0.64,3.26,9,Mortgage Lending Specialization,SB,1410,0
26633,229717,2027,10169,15479,8859,1126,9021,175,4547,22,Delta National Bank and Trust Company,311892,33.175342465753424,0.33,2.11,2,Commercial Lending Specialization,N,0,0
15562,589942,2915,5061,13491,23680,9017,8809,192,3543,0,Pioneer Bank & Trust,666971,81.75342465753425,1.39,13.3,7,Commercial Lending Specialization,NM,8,0
5840,632598,5345,6612,25181,35093,8928,13990,190,6431,483,Citizens Union Bank of Shelbyville,791215,130.94794520547944,1.18,8.73,15,Commercial Lending Specialization,NM,0,0
4789,1508485,5678,18438,50018,68707,30186,27193,187,15454,166,Emprise Bank,1686673,109.04931506849314,1.74,19.33,38,Commercial Lending Specialization,NM,1483,0
6101,100746,711,506,4398,5397,617,2369,259,1358,40,Decatur County Bank,117858,119.56438356164384,0.58,8.1,4,Commercial Lending Specialization,SM,-103,0
29332,221972,1548,1516,6440,9843,2155,3960,257,1888,16,First Southern Bank,245835,85.41643835616438,0.94,10.31,5,Commercial Lending Specialization,NM,0,0
28346,144549,2083,2595,6353,6994,866,3528,212,2355,84,Cincinnati Federal,198060,97.42465753424658,0.48,4.37,6,Commercial Lending Specialization,SA,0,0
13113,141130,1504,449,5005,7630,1568,3187,259,1127,28,Peoples Trust and Savings Bank,189116,124.44109589041096,0.84,5.27,3,Commercial Lending Specialization,NM,0,0
20156,679632,4307,2790,18248,32273,11678,10880,252,4352,107,Kirkpatrick Bank,803360,49.16986301369863,1.48,14.3,7,Commercial Lending Specialization,NM,-192,0
90251,668675,7884,1822,25678,34652,5431,17385,252,5908,425,Newburyport Five Cents Savings Bank,874944,165.2219178082192,0.63,4.42,10,Commercial Lending Specialization,SB,4712,0
27010,18588,18,28,1593,362,-1224,885,259,511,0,Young Americans Bank,20299,31.794520547945204,-6.15,-79.7,3,Other Specialized Lending < 1 Billion,NM,0,0
32629,645084,2127,24357,37927,68636,14466,11243,192,24603,27,First Savings Bank,784398,30.378082191780823,1.95,12.41,24,Commercial Lending Specialization,SA,0,0
29331,250613,2096,622,9422,11372,679,5307,259,3486,26,TC FEDERAL BANK,297200,85.41643835616438,0.24,1.8,2,Commercial Lending Specialization,SA,-1,0
5325,118173,1045,441,2668,5530,1525,1518,259,724,41,Union Bank of Sparta,143842,85.41643835616438,1.1,6.32,2,Commercial Lending Specialization,NM,0,0
31864,66205,698,839,5038,5420,447,2891,259,1562,0,"Grand Bank for Savings, FSB",84374,51.394520547945206,0.57,4.23,2,Mortgage Lending Specialization,SA,0,0
11522,486713,2234,3920,15608,24870,10066,8446,192,5159,77,Liberty National Bank,551401,117.43835616438356,1.98,16.96,7,Commercial Lending Specialization,N,-17,0
10594,122970,575,1617,5418,6282,1337,3053,218,1472,0,Bank of Franklin,138625,107.40273972602739,1,9.07,5,Commercial Lending Specialization,NM,-115,0
15177,221717,2057,3139,8680,10480,2030,5363,252,2434,43,Union Bank & Trust Company,270321,122.43835616438356,0.81,8.79,5,Agricultural  Specialization,SM,0,0
4993,1162325,7496,18377,39021,54423,25088,23107,185,11883,178,The Citizens National Bank of Meridian,1349161,131.44657534246576,1.86,16.83,28,Commercial Lending Specialization,N,0,0
2987,530764,363,12721,24970,21413,7321,16345,248,6839,59,Baker-Boyer National Bank,600359,149.6,1.21,13.93,8,Commercial Lending Specialization,N,-147,0
